Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
wthnb_af96b6a2	yw	Andiamo, proprio niente?	game/scripts/wthb.rpy	233	yw "[what]"
wthnb_df7d22d8	hnb	....Non mi bevo la storia del clone di Keiichi... c'è qualcosa che non mi torna...	game/scripts/wthb.rpy	235	hnb "[what]"
wthnb_a0ec19d9	yw	E allora come te lo spieghi che Keiichi fosse presente al festival? {w}Lo hanno detto tutti i suoi compagni.	game/scripts/wthb.rpy	237	yw "[what]"
wthnb_302a8727	hnb	huuuuugh.... mnhhhhhhh forse... qualcuno si è travestito da Keiichi e lo ha sostituito durante il festival? Questo avrebbe perfettamente senso!	game/scripts/wthb.rpy	239	hnb "[what]"
wthnb_c997ba89	yw	Si certo, è arrivato Lupin terzo a Hinamizawa.	game/scripts/wthb.rpy	241	yw "[what]"
wthnb_27717a84	yw	E come lo spieghi il fatto che al festival non ha piovuto? {w}Senza contare la parte più importante, Teppei è ancora vivo!!	game/scripts/wthb.rpy	243	yw "[what]"
wthnb_8b7f9984	hnb	Gsdbgkhskgndsnsgk non lo so! Ci deve essere per forza una spiegazione!	game/scripts/wthb.rpy	245	hnb "[what]"
wthnb_f3b3dafa	yw	Già ti fumano le orecchie?	game/scripts/wthb.rpy	253	yw "[what]"
wthnb_2066d3cd	yw	Bene, pensaci quanto vuoi perchè la risposta non te la do!	game/scripts/wthb.rpy	255	yw "[what]"
wthnb_7b8ca546	hnb	Ghaaaaaaaaaa! NON È GIUSTO LAMBDA! NEMMENO MI SPIEGHI LA RISPOSTA DOPO AVERMI FATTO PENSARE COSì A FONDO?	game/scripts/wthb.rpy	257	hnb "[what]"
wthnb_3f447a2a	yw	AHAHAHAHAHAHA VEDI? VEDI? {b}100%%{/b}POSSIBILITà DI VITTORIA, IL MISTERO DI HINAMIZAWA è IRRISOLVIBILE!	game/scripts/wthb.rpy	259	yw "[what]"
wthnb_1e4e80e1	hnb	DAIIIII DIMMELOOOOO!	game/scripts/wthb.rpy	261	hnb "[what]"
wthnb_39a4cdf6	yw	Proprio non capisci eh?	game/scripts/wthb.rpy	275	yw "[what]"
wthnb_2e9dcea6	yw	Non c'è nessun bisogno di scervellarsi. {w}La risposta è che è stata la maledizione di Oyashiro sama.	game/scripts/wthb.rpy	277	yw "[what]"
wthnb_20abb4d6	yw	Basta che accetti questa idea come buona e potrai giustificare anche gli eventi più assurdi e tragici.	game/scripts/wthb.rpy	279	yw "[what]"
wthnb_9b33154b	yw	È quello che continuano a fare Keiichi e gli altri. {w}Adesso mancano solo Check e Bern.	game/scripts/wthb.rpy	281	yw "[what]"
wthnb_7a9726e9	yw	In altre parole, la risposta non è altrettanto importante quanto il fatto che sia irrisolvibile.	game/scripts/wthb.rpy	283	yw "[what]"
wthnb_ca03e51f	hnb	Ma io sono dalla tua parte, oh Lambdadeltissima, almeno puoi dire a me chi è stato per davvero!	game/scripts/wthb.rpy	285	hnb "[what]"
wthnb_71618949	yw	No. Tu per sicurezza devi rimanere all'oscuro di ciò che succede.	game/scripts/wthb.rpy	287	yw "[what]"
wthnb_27d05211	hnb	....	game/scripts/wthb.rpy	289	hnb "[what]"
wthnb_7f3cf247	yw	Se ti può consolare, zuccone, nemmeno io so al {b}100%%{/b} cosa succede.	game/scripts/wthb.rpy	291	yw "[what]"
wthnb_b0a8cdfb	yw	Ad esempio, dopo tutto questo tempo ancora mi sfugge come mai Rena torni ad Hinamizawa. {w}O come mai Rika sappia quello che sa.	game/scripts/wthb.rpy	293	yw "[what]"
wthnb_8a988c92	hnb	ughhhhh..	game/scripts/wthb.rpy	295	hnb "[what]"
wthnb_3e5942aa	hnb	E mi vuoi dire che questo Check invece è sulla buona strada per capire tutto?	game/scripts/wthb.rpy	297	hnb "[what]"
wthnb_f88e705d	yw	No, non in generale. Ma guarda.	game/scripts/wthb.rpy	299	yw "[what]"
wthnb_a54ae28c	yw	Nel primo frammento Check non ha fatto niente di importante, è stato uno spettatore passivo senza il minimo appiglio come dovrebbe essere.	game/scripts/wthb.rpy	299	yw "[what]"
wthnb_249c2a89	yw	Nel secondo frammento ha cominciato ad investigare futilmente, ma solo nel terzo rischiava di metterci seriamente in crisi!	game/scripts/wthb.rpy	299	yw "[what]"
wthnb_42adb7a4	yw	Ho dovuto inserire DUE NUOVE REGOLE!	game/scripts/wthb.rpy	299	yw "[what]"
wthnb_421c944b	yw	{i}{color=#ffe674}Da ora in poi Bernkastel e Check non si possono scambiare informazioni inerenti alla partita.{p}Check non può riconoscere la mia pedina.{/color}{/i}	game/scripts/wthb.rpy	308	yw "[what]"
wthnb_07cbcc8c	yw	Infine, grazie al mio intervento ha raggiunto il limite di tempo senza nulla di guadagnato.	game/scripts/wthb.rpy	310	yw "[what]"
wthnb_f05b90f8	yw	In più, adesso Bernkastel e Check non possono collaborare, e lui non può scoprire il mistero di Hinamizawa! Ahahahaha.	game/scripts/wthb.rpy	310	yw "[what]"
wthnb_ba02f473	yw	Ma anche in questa situazione la sua probabilità di sconfitta non è {b}100%%{/b}.	game/scripts/wthb.rpy	310	yw "[what]"
wthnb_6df097fe	yw	Ed ecco dove entri in scena tu.	game/scripts/wthb.rpy	310	yw "[what]"
wthnb_8b35056d	yw	Devi assolutamente distrarlo ed impedirgli di ficcare il naso nel mio gioco. {w}Lo costringerai a giocare contro di te.	game/scripts/wthb.rpy	310	yw "[what]"
wthnb_c11e7d4a	yw	Sono stata chiara al {b}100%%{/b}?? {w}La tua condizione di vittoria è convincerlo che Oyashiro sama 'esiste'.	game/scripts/wthb.rpy	310	yw "[what]"
wthnb_7c997c06	hnb	...Certo che fai proprio paura quando ti impegni sul serio...	game/scripts/wthb.rpy	322	hnb "[what]"
wthnb_c123756a	yw	Farai bene ad impararlo in fretta.	game/scripts/wthb.rpy	324	yw "[what]"
wthnb_45c840d9	hnb	E quel Larry invece? Di lui che mi dici?	game/scripts/wthb.rpy	326	hnb "[what]"
wthnb_15bfd75c	yw	Chi?	game/scripts/wthb.rpy	328	yw "[what]"
wthnb_2a3c6af1	yw	Ah, l'assistente buono a nulla...{w} Hahahaha. {w}Guarda un po'che fine ha fatto in Tatarigoroshi. Come se ossessionarsi in quel modo risolvesse qualcosa.	game/scripts/wthb.rpy	330	yw "[what]"
wthnb_b5bb7a1a	yw	Una volta andato Check, Larry è assolutamente innocuo. Te lo dice Lambdadelta, strega della certezza.	game/scripts/wthb.rpy	332	yw "[what]"
wthnb_23155aad	hnb	Bene, sembra interessante. {w}A Check ci penso io, parola di...	game/scripts/wthb.rpy	334	hnb "[what]"
wthnb_0e56da75	hnb	A proposito, come mi chiamo?	game/scripts/wthb.rpy	336	hnb "[what]"
wthnb_1ad13ca4	yw	Ora che ci penso non ti ho ancora dato un nome... Mmmh.	game/scripts/wthb.rpy	338	yw "[what]"
wthnb_e71a614e	yw	Ci penserò! Ora abbiamo altro da fare.	game/scripts/wthb.rpy	340	yw "[what]"
wthnb_5abf2ebd	hnb	Uno vale l'altro immagino... {w}Bene, che si fa di preciso?	game/scripts/wthb.rpy	342	hnb "[what]"
wthnb_52ee7db4	yw	Prima ti troverò degli occhi che funzionano. {w}E poi andremo ufficialmente a lanciare il guanto di sfida.	game/scripts/wthb.rpy	344	yw "[what]"
wthnb_4bc56bbb	hnb	Vuoi presentarti adesso? {w}Non ti sarai mica offesa perchè Check ti ha dato della codarda vero?	game/scripts/wthb.rpy	346	hnb "[what]"
wthnb_785e75b7	yw	Silenzio! Ho cambiato idea e quindi si fa come dico io.	game/scripts/wthb.rpy	350	yw "[what]"
wthnb_9ce564ca	yw	Non abbiamo tempo da perdere. Tu resta fermo quì.	game/scripts/wthb.rpy	352	yw "[what]"
wthnb_9b197838	hnb	Uuuugh... si comporta come una bambina ma è spaventosa, quella è capace di eliminarmi in un istante se la faccio arrabbiare....	game/scripts/wthb.rpy	358	hnb "[what]"
wthnb_3da1079c	hnb	Beh, non mi devo preoccupare, quel coglioncello di Check non ha alcuna speranza di sconfiggere il mio grande intelletto e i miei superiori poteri...	game/scripts/wthb.rpy	358	hnb "[what]"
wthnb_394b8b65	hnb	HAANANANANA HAANANANANA!!!	game/scripts/wthb.rpy	358	hnb "[what]"
